DesignPt#,mean_price,max_price,min_price,capacity,st_dev,holding_cost,prod_cost,max_prod_perday,price_prod,inven_stop,price_stop,price_sell,n_days,MacroRep#,total_profit,frac_producing,mean_stock
12,100.0,400.0,0.0,10000,7.5,0.91,100.0,69,80.0,7000,40.0,100.0,365,0,209105.6341008408,0.9972602739726028,182.23561643835617
12,100.0,400.0,0.0,10000,7.5,0.91,100.0,69,80.0,7000,40.0,100.0,365,1,221803.28611539182,0.9424657534246575,199.24931506849316
13,100.0,400.0,0.0,10000,7.5,0.63,100.0,53,80.0,7000,40.0,100.0,365,0,196104.4646564744,0.9972602739726028,125.16712328767123
13,100.0,400.0,0.0,10000,7.5,0.63,100.0,53,80.0,7000,40.0,100.0,365,1,111329.39630890243,0.9972602739726028,285.0383561643836
14,100.0,400.0,0.0,10000,7.5,0.5,100.0,84,80.0,7000,40.0,100.0,365,0,210098.60170716624,0.9972602739726028,164.7780821917808
14,100.0,400.0,0.0,10000,7.5,0.5,100.0,84,80.0,7000,40.0,100.0,365,1,72405.79297846812,0.9972602739726028,218.63013698630138
15,100.0,400.0,0.0,10000,7.5,0.69,100.0,91,80.0,7000,40.0,100.0,365,0,232321.42156627052,0.947945205479452,596.6109589041096
15,100.0,400.0,0.0,10000,7.5,0.69,100.0,91,80.0,7000,40.0,100.0,365,1,250309.54271204965,0.9972602739726028,120.41917808219178
16,100.0,400.0,0.0,10000,7.5,0.72,100.0,56,80.0,7000,40.0,100.0,365,0,-97232.14470579976,0.9972602739726028,323.1123287671233
16,100.0,400.0,0.0,10000,7.5,0.72,100.0,56,80.0,7000,40.0,100.0,365,1,129431.02728302727,0.9972602739726028,183.34246575342465
17,100.0,400.0,0.0,10000,7.5,1.0,100.0,91,80.0,7000,40.0,100.0,365,0,631707.6059920001,0.9972602739726028,46.12328767123287
17,100.0,400.0,0.0,10000,7.5,1.0,100.0,91,80.0,7000,40.0,100.0,365,1,200150.8972085151,0.9972602739726028,296.4356164383562
18,100.0,400.0,0.0,10000,7.5,0.63,100.0,94,80.0,7000,40.0,100.0,365,0,171339.6894200863,0.9972602739726028,241.3095890410959
18,100.0,400.0,0.0,10000,7.5,0.63,100.0,94,80.0,7000,40.0,100.0,365,1,320782.36245718994,0.9972602739726028,212.72328767123287
19,100.0,400.0,0.0,10000,7.5,0.72,100.0,53,80.0,7000,40.0,100.0,365,0,175843.53810674694,0.9972602739726028,101.20821917808219
19,100.0,400.0,0.0,10000,7.5,0.72,100.0,53,80.0,7000,40.0,100.0,365,1,44732.48623515993,0.9972602739726028,391.6191780821918
20,100.0,400.0,0.0,10000,7.5,0.81,100.0,66,80.0,7000,40.0,100.0,365,0,144779.15495127134,0.9972602739726028,278.1041095890411
20,100.0,400.0,0.0,10000,7.5,0.81,100.0,66,80.0,7000,40.0,100.0,365,1,114767.6380817754,0.9972602739726028,462.0
21,100.0,400.0,0.0,10000,7.5,0.97,100.0,72,80.0,7000,40.0,100.0,365,0,210400.43419987292,0.9972602739726028,218.56438356164384
21,100.0,400.0,0.0,10000,7.5,0.97,100.0,72,80.0,7000,40.0,100.0,365,1,-6413.17721239031,0.9972602739726028,314.0383561643836
22,100.0,400.0,0.0,10000,7.5,0.66,100.0,69,80.0,7000,40.0,100.0,365,0,156484.22780238668,0.9972602739726028,187.7178082191781
22,100.0,400.0,0.0,10000,7.5,0.66,100.0,69,80.0,7000,40.0,100.0,365,1,-6343.255305319391,0.9972602739726028,234.41095890410958
23,100.0,400.0,0.0,10000,7.5,0.59,100.0,100,80.0,7000,40.0,100.0,365,0,336412.24061777577,0.9972602739726028,257.5342465753425
23,100.0,400.0,0.0,10000,7.5,0.59,100.0,100,80.0,7000,40.0,100.0,365,1,418074.71781647555,0.9972602739726028,220.82191780821918
24,100.0,400.0,0.0,10000,7.5,0.94,100.0,88,80.0,7000,40.0,100.0,365,0,3443.0720000252663,0.9972602739726028,516.668493150685
24,100.0,400.0,0.0,10000,7.5,0.94,100.0,88,80.0,7000,40.0,100.0,365,1,278540.5948474393,0.9972602739726028,146.586301369863
25,100.0,400.0,0.0,10000,7.5,0.5,100.0,59,80.0,7000,40.0,100.0,365,0,196207.21328409208,0.9972602739726028,257.33698630136985
25,100.0,400.0,0.0,10000,7.5,0.5,100.0,59,80.0,7000,40.0,100.0,365,1,142327.37423486018,0.9972602739726028,241.65753424657535
26,100.0,400.0,0.0,10000,7.5,0.88,100.0,56,80.0,7000,40.0,100.0,365,0,7323.357219190367,0.936986301369863,396.9095890410959
26,100.0,400.0,0.0,10000,7.5,0.88,100.0,56,80.0,7000,40.0,100.0,365,1,148518.62239197953,0.9972602739726028,220.47123287671232
27,100.0,400.0,0.0,10000,7.5,0.78,100.0,97,80.0,7000,40.0,100.0,365,0,203720.76712542912,0.9972602739726028,414.5753424657534
27,100.0,400.0,0.0,10000,7.5,0.78,100.0,97,80.0,7000,40.0,100.0,365,1,152147.0614029479,0.9726027397260274,403.413698630137
28,100.0,400.0,0.0,10000,7.5,0.69,100.0,84,80.0,7000,40.0,100.0,365,0,240866.85787267354,0.9972602739726028,171.91232876712328
28,100.0,400.0,0.0,10000,7.5,0.69,100.0,84,80.0,7000,40.0,100.0,365,1,199317.57465420724,0.9972602739726028,187.56164383561645
29,100.0,400.0,0.0,10000,7.5,0.53,100.0,78,80.0,7000,40.0,100.0,365,0,115082.62232273095,0.9972602739726028,564.8054794520548
29,100.0,400.0,0.0,10000,7.5,0.53,100.0,78,80.0,7000,40.0,100.0,365,1,310915.85462632275,0.9972602739726028,125.65479452054795
30,100.0,400.0,0.0,10000,7.5,0.84,100.0,81,80.0,7000,40.0,100.0,365,0,-15277.270970403984,0.9315068493150684,303.36164383561646
30,100.0,400.0,0.0,10000,7.5,0.84,100.0,81,80.0,7000,40.0,100.0,365,1,146471.07259358597,0.9753424657534246,316.4547945205479
31,100.0,400.0,0.0,10000,7.5,0.91,100.0,50,80.0,7000,40.0,100.0,365,0,233158.26285597187,0.9972602739726028,333.56164383561645
31,100.0,400.0,0.0,10000,7.5,0.91,100.0,50,80.0,7000,40.0,100.0,365,1,154105.33204376718,0.9972602739726028,86.98630136986301
32,100.0,400.0,0.0,10000,7.5,0.56,100.0,63,80.0,7000,40.0,100.0,365,0,297684.7472964005,0.9972602739726028,170.87671232876713
32,100.0,400.0,0.0,10000,7.5,0.56,100.0,63,80.0,7000,40.0,100.0,365,1,71998.31020448657,0.9972602739726028,332.9506849315068
33,100.0,400.0,0.0,10000,7.5,0.91,100.0,69,80.0,7000,40.0,100.0,365,0,103194.0089890383,0.9972602739726028,323.827397260274
33,100.0,400.0,0.0,10000,7.5,0.91,100.0,69,80.0,7000,40.0,100.0,365,1,55971.673703866,0.9972602739726028,502.66027397260274
34,100.0,400.0,0.0,10000,7.5,0.94,100.0,78,80.0,7000,40.0,100.0,365,0,73944.31738145121,0.9972602739726028,410.5150684931507
34,100.0,400.0,0.0,10000,7.5,0.94,100.0,78,80.0,7000,40.0,100.0,365,1,80899.06115114319,0.9972602739726028,340.4219178082192
35,100.0,400.0,0.0,10000,7.5,0.53,100.0,63,80.0,7000,40.0,100.0,365,0,8252.104925551932,0.9424657534246575,614.6383561643836
35,100.0,400.0,0.0,10000,7.5,0.53,100.0,63,80.0,7000,40.0,100.0,365,1,232887.17293872955,0.9972602739726028,93.20547945205479
36,100.0,400.0,0.0,10000,7.5,0.66,100.0,100,80.0,7000,40.0,100.0,365,0,150460.541359941,0.9972602739726028,279.45205479452056
36,100.0,400.0,0.0,10000,7.5,0.66,100.0,100,80.0,7000,40.0,100.0,365,1,359276.74003637,0.9972602739726028,240.0
37,100.0,400.0,0.0,10000,7.5,0.72,100.0,56,80.0,7000,40.0,100.0,365,0,47505.884651900386,0.9972602739726028,258.827397260274
37,100.0,400.0,0.0,10000,7.5,0.72,100.0,56,80.0,7000,40.0,100.0,365,1,194434.14541160784,0.9616438356164384,142.37808219178083
38,100.0,400.0,0.0,10000,7.5,0.69,100.0,91,80.0,7000,40.0,100.0,365,0,161727.6109592647,0.9972602739726028,610.0739726027397
38,100.0,400.0,0.0,10000,7.5,0.69,100.0,91,80.0,7000,40.0,100.0,365,1,70615.14273218781,0.9616438356164384,610.3232876712328
39,100.0,400.0,0.0,10000,7.5,1.0,100.0,66,80.0,7000,40.0,100.0,365,0,86153.83569638942,0.9972602739726028,245.91780821917808
39,100.0,400.0,0.0,10000,7.5,1.0,100.0,66,80.0,7000,40.0,100.0,365,1,88925.12219813824,0.9972602739726028,239.58904109589042
40,100.0,400.0,0.0,10000,7.5,0.88,100.0,97,80.0,7000,40.0,100.0,365,0,147458.37537519215,0.9972602739726028,441.1506849315069
40,100.0,400.0,0.0,10000,7.5,0.88,100.0,97,80.0,7000,40.0,100.0,365,1,381141.1768394104,0.9972602739726028,166.36164383561643
41,100.0,400.0,0.0,10000,7.5,0.59,100.0,81,80.0,7000,40.0,100.0,365,0,309900.8364461244,0.9972602739726028,166.88219178082193
41,100.0,400.0,0.0,10000,7.5,0.59,100.0,81,80.0,7000,40.0,100.0,365,1,108706.64312664948,0.9972602739726028,335.9835616438356
42,100.0,400.0,0.0,10000,7.5,0.56,100.0,72,80.0,7000,40.0,100.0,365,0,69990.2533404185,0.8767123287671232,468.0986301369863
42,100.0,400.0,0.0,10000,7.5,0.56,100.0,72,80.0,7000,40.0,100.0,365,1,259204.85077379792,0.9972602739726028,203.96712328767123
43,100.0,400.0,0.0,10000,7.5,0.97,100.0,88,80.0,7000,40.0,100.0,365,0,359215.0994453043,0.9972602739726028,206.37808219178083
43,100.0,400.0,0.0,10000,7.5,0.97,100.0,88,80.0,7000,40.0,100.0,365,1,156979.76446765292,0.9972602739726028,275.81369863013697
44,100.0,400.0,0.0,10000,7.5,0.84,100.0,50,80.0,7000,40.0,100.0,365,0,254668.22107194614,0.9945205479452055,62.465753424657535
44,100.0,400.0,0.0,10000,7.5,0.84,100.0,50,80.0,7000,40.0,100.0,365,1,94461.6372513005,0.9972602739726028,124.52054794520548
45,100.0,400.0,0.0,10000,7.5,0.78,100.0,94,80.0,7000,40.0,100.0,365,0,-12834.046542780037,0.9972602739726028,270.15342465753423
45,100.0,400.0,0.0,10000,7.5,0.78,100.0,94,80.0,7000,40.0,100.0,365,1,192855.300010702,0.9972602739726028,341.7479452054794
46,100.0,400.0,0.0,10000,7.5,0.81,100.0,59,80.0,7000,40.0,100.0,365,0,22941.14253512994,0.9287671232876712,320.7013698630137
46,100.0,400.0,0.0,10000,7.5,0.81,100.0,59,80.0,7000,40.0,100.0,365,1,-48625.731016730555,0.9972602739726028,311.64931506849314
47,100.0,400.0,0.0,10000,7.5,0.5,100.0,84,80.0,7000,40.0,100.0,365,0,184041.56436541356,0.9972602739726028,315.9780821917808
47,100.0,400.0,0.0,10000,7.5,0.5,100.0,84,80.0,7000,40.0,100.0,365,1,257640.6454910296,0.9972602739726028,276.6246575342466
48,100.0,400.0,0.0,10000,7.5,0.63,100.0,53,80.0,7000,40.0,100.0,365,0,155410.32879089686,0.9972602739726028,96.56164383561644
48,100.0,400.0,0.0,10000,7.5,0.63,100.0,53,80.0,7000,40.0,100.0,365,1,199936.76825658983,0.9972602739726028,90.75342465753425
