DesignPt#,contam_rate_alpha,contam_rate_beta,restore_rate_alpha,restore_rate_beta,initial_rate_alpha,initial_rate_beta,stages,prev_decision,MacroRep#,level
8,1.0,5.5,0.75,0.42857142857142855,0.75,30.0,5,"(0.0, 0.0, 0.0, 0.0, 0.0)",3,[0.00081072 0.51477206 0.72663752 0.75136709 0.77655076]
8,1.0,5.5,0.75,0.42857142857142855,0.75,30.0,5,"(0.0, 0.0, 0.0, 0.0, 0.0)",4,[0.04664903 0.06423853 0.14167752 0.25125346 0.25654561]
9,1.0,6.06,0.5,0.42857142857142855,0.594,30.0,5,"(0.0, 0.0, 0.0, 0.0, 0.0)",0,[0.00062211 0.02799068 0.31566206 0.39399923 0.50014868]
9,1.0,6.06,0.5,0.42857142857142855,0.594,30.0,5,"(0.0, 0.0, 0.0, 0.0, 0.0)",1,[0.02978237 0.06453693 0.25217158 0.44493403 0.60632037]
9,1.0,6.06,0.5,0.42857142857142855,0.594,30.0,5,"(0.0, 0.0, 0.0, 0.0, 0.0)",2,[0.00264395 0.0563084  0.11557684 0.17504933 0.18405002]
9,1.0,6.06,0.5,0.42857142857142855,0.594,30.0,5,"(0.0, 0.0, 0.0, 0.0, 0.0)",3,"[2.77701847e-04 4.72328673e-01 6.84372547e-01 7.10325235e-01
 7.37383024e-01]"
9,1.0,6.06,0.5,0.42857142857142855,0.594,30.0,5,"(0.0, 0.0, 0.0, 0.0, 0.0)",4,[0.03984685 0.05616206 0.12575198 0.2328386  0.23779574]
10,1.0,6.81,0.88,0.42857142857142855,0.563,30.0,5,"(0.0, 0.0, 0.0, 0.0, 0.0)",0,[0.00049114 0.02459136 0.28569151 0.35866374 0.46107793]
10,1.0,6.81,0.88,0.42857142857142855,0.563,30.0,5,"(0.0, 0.0, 0.0, 0.0, 0.0)",1,[0.0286593  0.0597091  0.23203427 0.40901067 0.56561337]
10,1.0,6.81,0.88,0.42857142857142855,0.563,30.0,5,"(0.0, 0.0, 0.0, 0.0, 0.0)",2,[0.00225433 0.05132025 0.1048342  0.15992452 0.16820624]
10,1.0,6.81,0.88,0.42857142857142855,0.563,30.0,5,"(0.0, 0.0, 0.0, 0.0, 0.0)",3,"[2.09013835e-04 4.23481394e-01 6.32254815e-01 6.59196024e-01
 6.88032065e-01]"
10,1.0,6.81,0.88,0.42857142857142855,0.563,30.0,5,"(0.0, 0.0, 0.0, 0.0, 0.0)",4,[0.03822647 0.05301059 0.11381598 0.21670454 0.2212454 ]
11,1.0,6.63,0.78,0.42857142857142855,0.969,30.0,5,"(0.0, 0.0, 0.0, 0.0, 0.0)",0,[0.00324913 0.0279944  0.29431475 0.36831995 0.47137569]
11,1.0,6.63,0.78,0.42857142857142855,0.969,30.0,5,"(0.0, 0.0, 0.0, 0.0, 0.0)",1,[0.03871607 0.07025933 0.24425271 0.42298611 0.57921483]
11,1.0,6.63,0.78,0.42857142857142855,0.969,30.0,5,"(0.0, 0.0, 0.0, 0.0, 0.0)",2,[0.00803147 0.05783996 0.1123172  0.16807973 0.17647509]
11,1.0,6.63,0.78,0.42857142857142855,0.969,30.0,5,"(0.0, 0.0, 0.0, 0.0, 0.0)",3,[0.00202975 0.43549314 0.64493981 0.67165161 0.70007549]
11,1.0,6.63,0.78,0.42857142857142855,0.969,30.0,5,"(0.0, 0.0, 0.0, 0.0, 0.0)",4,[0.05363257 0.0685201  0.13025458 0.23251951 0.23708118]
12,1.0,6.44,0.69,0.42857142857142855,0.844,30.0,5,"(0.0, 0.0, 0.0, 0.0, 0.0)",0,[0.00220894 0.02777792 0.30093426 0.37635651 0.48048138]
12,1.0,6.44,0.69,0.42857142857142855,0.844,30.0,5,"(0.0, 0.0, 0.0, 0.0, 0.0)",1,[0.0364658  0.0689934  0.24720154 0.43029282 0.58816747]
12,1.0,6.44,0.69,0.42857142857142855,0.844,30.0,5,"(0.0, 0.0, 0.0, 0.0, 0.0)",2,[0.00620141 0.05723695 0.11322962 0.17018288 0.17877171]
12,1.0,6.44,0.69,0.42857142857142855,0.844,30.0,5,"(0.0, 0.0, 0.0, 0.0, 0.0)",3,[0.00127521 0.44713168 0.65768384 0.68418906 0.71221128]
12,1.0,6.44,0.69,0.42857142857142855,0.844,30.0,5,"(0.0, 0.0, 0.0, 0.0, 0.0)",4,[0.04993354 0.06525795 0.12937872 0.23313711 0.23782016]
13,1.0,4.75,0.53,0.42857142857142855,0.781,30.0,5,"(0.0, 0.0, 0.0, 0.0, 0.0)",0,[0.00173403 0.03746295 0.38541013 0.4743517  0.58525292]
13,1.0,4.75,0.53,0.42857142857142855,0.781,30.0,5,"(0.0, 0.0, 0.0, 0.0, 0.0)",1,[0.03510315 0.07888399 0.30026252 0.52624115 0.69190067]
13,1.0,4.75,0.53,0.42857142857142855,0.781,30.0,5,"(0.0, 0.0, 0.0, 0.0, 0.0)",2,[0.00527124 0.06941624 0.14231966 0.21122301 0.22181582]
13,1.0,4.75,0.53,0.42857142857142855,0.781,30.0,5,"(0.0, 0.0, 0.0, 0.0, 0.0)",3,[0.00095287 0.58020177 0.7866396  0.80891929 0.83074685]
13,1.0,4.75,0.53,0.42857142857142855,0.781,30.0,5,"(0.0, 0.0, 0.0, 0.0, 0.0)",4,[0.04778807 0.0676479  0.15960449 0.2731478  0.27902583]
14,1.0,4.0,0.84,0.42857142857142855,0.813,30.0,5,"(0.0, 0.0, 0.0, 0.0, 0.0)",0,[0.00197024 0.04519194 0.43916863 0.53463818 0.64588858]
14,1.0,4.0,0.84,0.42857142857142855,0.813,30.0,5,"(0.0, 0.0, 0.0, 0.0, 0.0)",1,[0.03581714 0.08744006 0.33493668 0.5846898  0.74875282]
14,1.0,4.0,0.84,0.42857142857142855,0.813,30.0,5,"(0.0, 0.0, 0.0, 0.0, 0.0)",2,[0.00574326 0.07813383 0.16229354 0.23809378 0.24989577]
14,1.0,4.0,0.84,0.42857142857142855,0.813,30.0,5,"(0.0, 0.0, 0.0, 0.0, 0.0)",3,[0.00111119 0.65687741 0.8486889  0.86735391 0.88473526]
14,1.0,4.0,0.84,0.42857142857142855,0.813,30.0,5,"(0.0, 0.0, 0.0, 0.0, 0.0)",4,[0.0489046  0.07173291 0.18433065 0.30093431 0.30754359]
15,1.0,5.13,0.91,0.42857142857142855,0.5,30.0,5,"(0.0, 0.0, 0.0, 0.0, 0.0)",0,"[2.77366676e-04 3.31466731e-02 3.61739848e-01 4.47554617e-01
 5.57574454e-01]"
15,1.0,5.13,0.91,0.42857142857142855,0.5,30.0,5,"(0.0, 0.0, 0.0, 0.0, 0.0)",1,[0.02610061 0.06711824 0.27911895 0.49621218 0.66262992]
15,1.0,5.13,0.91,0.42857142857142855,0.5,30.0,5,"(0.0, 0.0, 0.0, 0.0, 0.0)",2,[0.00153294 0.06240402 0.13093562 0.19701028 0.20711531]
15,1.0,5.13,0.91,0.42857142857142855,0.5,30.0,5,"(0.0, 0.0, 0.0, 0.0, 0.0)",3,"[1.05189215e-04 5.45352667e-01 7.55617838e-01 7.79288579e-01
 8.02966601e-01]"
15,1.0,5.13,0.91,0.42857142857142855,0.5,30.0,5,"(0.0, 0.0, 0.0, 0.0, 0.0)",4,[0.00149896 0.02103193 0.10907781 0.22602624 0.23185898]
16,1.0,5.31,0.56,0.42857142857142855,0.625,30.0,5,"(0.0, 0.0, 0.0, 0.0, 0.0)",0,[0.00076961 0.03239956 0.3521305  0.4363988  0.54573906]
16,1.0,5.31,0.56,0.42857142857142855,0.625,30.0,5,"(0.0, 0.0, 0.0, 0.0, 0.0)",1,[0.03082629 0.07030245 0.27627261 0.48741407 0.6524046 ]
16,1.0,5.31,0.56,0.42857142857142855,0.625,30.0,5,"(0.0, 0.0, 0.0, 0.0, 0.0)",2,[0.00305165 0.06230076 0.12873257 0.19333697 0.20319487]
16,1.0,5.31,0.56,0.42857142857142855,0.625,30.0,5,"(0.0, 0.0, 0.0, 0.0, 0.0)",3,"[3.58650710e-04 5.30110106e-01 7.41370882e-01 7.65589172e-01
 7.90033115e-01]"
16,1.0,5.31,0.56,0.42857142857142855,0.625,30.0,5,"(0.0, 0.0, 0.0, 0.0, 0.0)",4,[0.04136547 0.059584   0.14074518 0.25201499 0.25747588]
17,1.0,7.0,0.91,0.42857142857142855,0.688,30.0,5,"(0.0, 0.0, 0.0, 0.0, 0.0)",0,[0.00111738 0.02449205 0.27940872 0.35106461 0.45242633]
17,1.0,7.0,0.91,0.42857142857142855,0.688,30.0,5,"(0.0, 0.0, 0.0, 0.0, 0.0)",1,[0.03273201 0.06283071 0.23091259 0.40347071 0.55806003]
17,1.0,7.0,0.91,0.42857142857142855,0.688,30.0,5,"(0.0, 0.0, 0.0, 0.0, 0.0)",2,[0.00392266 0.05186469 0.1040035  0.15798878 0.16609208]
17,1.0,7.0,0.91,0.42857142857142855,0.688,30.0,5,"(0.0, 0.0, 0.0, 0.0, 0.0)",3,"[5.61567724e-04 4.12560511e-01 6.20002735e-01 6.47091717e-01
 6.76257300e-01]"
17,1.0,7.0,0.91,0.42857142857142855,0.688,30.0,5,"(0.0, 0.0, 0.0, 0.0, 0.0)",4,[0.04418002 0.05852688 0.11704501 0.21821437 0.22263156]
18,1.0,4.75,0.94,0.42857142857142855,0.781,30.0,5,"(0.0, 0.0, 0.0, 0.0, 0.0)",0,[0.00173403 0.03746295 0.38541013 0.4743517  0.58525292]
18,1.0,4.75,0.94,0.42857142857142855,0.781,30.0,5,"(0.0, 0.0, 0.0, 0.0, 0.0)",1,[0.03510315 0.07888399 0.30026252 0.52624115 0.69190067]
18,1.0,4.75,0.94,0.42857142857142855,0.781,30.0,5,"(0.0, 0.0, 0.0, 0.0, 0.0)",2,[0.00527124 0.06941624 0.14231966 0.21122301 0.22181582]
18,1.0,4.75,0.94,0.42857142857142855,0.781,30.0,5,"(0.0, 0.0, 0.0, 0.0, 0.0)",3,[0.00095287 0.58020177 0.7866396  0.80891929 0.83074685]
18,1.0,4.75,0.94,0.42857142857142855,0.781,30.0,5,"(0.0, 0.0, 0.0, 0.0, 0.0)",4,[0.04778807 0.0676479  0.15960449 0.2731478  0.27902583]
19,1.0,5.31,0.53,0.42857142857142855,0.625,30.0,5,"(0.0, 0.0, 0.0, 0.0, 0.0)",0,[0.00076961 0.03239956 0.3521305  0.4363988  0.54573906]
19,1.0,5.31,0.53,0.42857142857142855,0.625,30.0,5,"(0.0, 0.0, 0.0, 0.0, 0.0)",1,[0.03082629 0.07030245 0.27627261 0.48741407 0.6524046 ]
19,1.0,5.31,0.53,0.42857142857142855,0.625,30.0,5,"(0.0, 0.0, 0.0, 0.0, 0.0)",2,[0.00305165 0.06230076 0.12873257 0.19333697 0.20319487]
19,1.0,5.31,0.53,0.42857142857142855,0.625,30.0,5,"(0.0, 0.0, 0.0, 0.0, 0.0)",3,"[3.58650710e-04 5.30110106e-01 7.41370882e-01 7.65589172e-01
 7.90033115e-01]"
19,1.0,5.31,0.53,0.42857142857142855,0.625,30.0,5,"(0.0, 0.0, 0.0, 0.0, 0.0)",4,[0.04136547 0.059584   0.14074518 0.25201499 0.25747588]
20,1.0,5.88,0.66,0.42857142857142855,1.0,30.0,5,"(0.0, 0.0, 0.0, 0.0, 0.0)",0,[0.00256802 0.03079952 0.32504532 0.40460292 0.51138148]
20,1.0,5.88,0.66,0.42857142857142855,1.0,30.0,5,"(0.0, 0.0, 0.0, 0.0, 0.0)",1,[0.04120712 0.07657595 0.2660971  0.46075034 0.62127206]
20,1.0,5.88,0.66,0.42857142857142855,1.0,30.0,5,"(0.0, 0.0, 0.0, 0.0, 0.0)",2,[0.00563196 0.0603765  0.12104125 0.18149487 0.19066065]
20,1.0,5.88,0.66,0.42857142857142855,1.0,30.0,5,"(0.0, 0.0, 0.0, 0.0, 0.0)",3,[0.00931172 0.48996459 0.70035561 0.72573786 0.75201263]
20,1.0,5.88,0.66,0.42857142857142855,1.0,30.0,5,"(0.0, 0.0, 0.0, 0.0, 0.0)",4,[0.05454299 0.07102666 0.14202093 0.24850889 0.25350237]
21,1.0,6.81,0.72,0.42857142857142855,0.563,30.0,5,"(0.0, 0.0, 0.0, 0.0, 0.0)",0,[0.00049114 0.02459136 0.28569151 0.35866374 0.46107793]
21,1.0,6.81,0.72,0.42857142857142855,0.563,30.0,5,"(0.0, 0.0, 0.0, 0.0, 0.0)",1,[0.0286593  0.0597091  0.23203427 0.40901067 0.56561337]
21,1.0,6.81,0.72,0.42857142857142855,0.563,30.0,5,"(0.0, 0.0, 0.0, 0.0, 0.0)",2,[0.00225433 0.05132025 0.1048342  0.15992452 0.16820624]
21,1.0,6.81,0.72,0.42857142857142855,0.563,30.0,5,"(0.0, 0.0, 0.0, 0.0, 0.0)",3,"[2.09013835e-04 4.23481394e-01 6.32254815e-01 6.59196024e-01
 6.88032065e-01]"
21,1.0,6.81,0.72,0.42857142857142855,0.563,30.0,5,"(0.0, 0.0, 0.0, 0.0, 0.0)",4,[0.03822647 0.05301059 0.11381598 0.21670454 0.2212454 ]
22,1.0,4.94,0.69,0.42857142857142855,0.906,30.0,5,"(0.0, 0.0, 0.0, 0.0, 0.0)",0,[0.00271131 0.03689296 0.37432979 0.46154798 0.57187291]
22,1.0,4.94,0.69,0.42857142857142855,0.906,30.0,5,"(0.0, 0.0, 0.0, 0.0, 0.0)",1,[0.03764935 0.07968942 0.29468363 0.51453154 0.67946255]
22,1.0,4.94,0.69,0.42857142857142855,0.906,30.0,5,"(0.0, 0.0, 0.0, 0.0, 0.0)",2,[0.00711481 0.06934318 0.13972492 0.2069319  0.21723611]
22,1.0,4.94,0.69,0.42857142857142855,0.906,30.0,5,"(0.0, 0.0, 0.0, 0.0, 0.0)",3,[0.00163214 0.56291125 0.77129381 0.79427912 0.81704126]
22,1.0,4.94,0.69,0.42857142857142855,0.906,30.0,5,"(0.0, 0.0, 0.0, 0.0, 0.0)",4,[0.05185162 0.07099312 0.15840901 0.27048423 0.2761757 ]
23,1.0,4.56,1.0,0.42857142857142855,0.656,30.0,5,"(0.0, 0.0, 0.0, 0.0, 0.0)",0,[0.00093298 0.03834168 0.39732193 0.48799204 0.59932517]
23,1.0,4.56,1.0,0.42857142857142855,0.656,30.0,5,"(0.0, 0.0, 0.0, 0.0, 0.0)",1,[0.031798   0.07749514 0.30578497 0.53831631 0.70460675]
23,1.0,4.56,1.0,0.42857142857142855,0.656,30.0,5,"(0.0, 0.0, 0.0, 0.0, 0.0)",2,[0.00347416 0.06964897 0.14524982 0.21592309 0.22681935]
23,1.0,4.56,1.0,0.42857142857142855,0.656,30.0,5,"(0.0, 0.0, 0.0, 0.0, 0.0)",3,"[4.52063373e-04 5.98316995e-01 8.02185410e-01 8.23679271e-01
 8.44496113e-01]"
23,1.0,4.56,1.0,0.42857142857142855,0.656,30.0,5,"(0.0, 0.0, 0.0, 0.0, 0.0)",4,[0.04279283 0.06344116 0.16045534 0.27553284 0.28161413]
24,1.0,6.63,0.88,0.42857142857142855,0.969,30.0,5,"(0.0, 0.0, 0.0, 0.0, 0.0)",0,[0.00324913 0.0279944  0.29431475 0.36831995 0.47137569]
24,1.0,6.63,0.88,0.42857142857142855,0.969,30.0,5,"(0.0, 0.0, 0.0, 0.0, 0.0)",1,[0.03871607 0.07025933 0.24425271 0.42298611 0.57921483]
24,1.0,6.63,0.88,0.42857142857142855,0.969,30.0,5,"(0.0, 0.0, 0.0, 0.0, 0.0)",2,[0.00803147 0.05783996 0.1123172  0.16807973 0.17647509]
24,1.0,6.63,0.88,0.42857142857142855,0.969,30.0,5,"(0.0, 0.0, 0.0, 0.0, 0.0)",3,[0.00202975 0.43549314 0.64493981 0.67165161 0.70007549]
24,1.0,6.63,0.88,0.42857142857142855,0.969,30.0,5,"(0.0, 0.0, 0.0, 0.0, 0.0)",4,[0.05363257 0.0685201  0.13025458 0.23251951 0.23708118]
25,1.0,4.0,0.59,0.42857142857142855,0.813,30.0,5,"(0.0, 0.0, 0.0, 0.0, 0.0)",0,[0.00197024 0.04519194 0.43916863 0.53463818 0.64588858]
25,1.0,4.0,0.59,0.42857142857142855,0.813,30.0,5,"(0.0, 0.0, 0.0, 0.0, 0.0)",1,[0.03581714 0.08744006 0.33493668 0.5846898  0.74875282]
25,1.0,4.0,0.59,0.42857142857142855,0.813,30.0,5,"(0.0, 0.0, 0.0, 0.0, 0.0)",2,[0.00574326 0.07813383 0.16229354 0.23809378 0.24989577]
25,1.0,4.0,0.59,0.42857142857142855,0.813,30.0,5,"(0.0, 0.0, 0.0, 0.0, 0.0)",3,[0.00111119 0.65687741 0.8486889  0.86735391 0.88473526]
25,1.0,4.0,0.59,0.42857142857142855,0.813,30.0,5,"(0.0, 0.0, 0.0, 0.0, 0.0)",4,[0.0489046  0.07173291 0.18433065 0.30093431 0.30754359]
26,1.0,6.25,0.56,0.42857142857142855,0.719,30.0,5,"(0.0, 0.0, 0.0, 0.0, 0.0)",0,[0.00131029 0.02775269 0.30802646 0.38489461 0.4900553 ]
26,1.0,6.25,0.56,0.42857142857142855,0.719,30.0,5,"(0.0, 0.0, 0.0, 0.0, 0.0)",1,[0.03357577 0.06716819 0.24989948 0.43764411 0.59722631]
26,1.0,6.25,0.56,0.42857142857142855,0.719,30.0,5,"(0.0, 0.0, 0.0, 0.0, 0.0)",2,[0.00436632 0.05668783 0.11427764 0.17246898 0.18125976]
26,1.0,6.25,0.56,0.42857142857142855,0.719,30.0,5,"(0.0, 0.0, 0.0, 0.0, 0.0)",3,"[6.80149728e-04 4.59397794e-01 6.70827752e-01 6.97081358e-01
 7.24649496e-01]"
26,1.0,6.25,0.56,0.42857142857142855,0.719,30.0,5,"(0.0, 0.0, 0.0, 0.0, 0.0)",4,[0.04544831 0.06124576 0.12796954 0.23332286 0.23813694]
27,1.0,5.69,0.97,0.42857142857142855,0.875,30.0,5,"(0.0, 0.0, 0.0, 0.0, 0.0)",0,[0.0024563  0.03172548 0.33389965 0.41495104 0.52258389]
27,1.0,5.69,0.97,0.42857142857142855,0.875,30.0,5,"(0.0, 0.0, 0.0, 0.0, 0.0)",1,[0.03707552 0.07375029 0.26863065 0.46870238 0.63092934]
27,1.0,5.69,0.97,0.42857142857142855,0.875,30.0,5,"(0.0, 0.0, 0.0, 0.0, 0.0)",2,[0.006659   0.06272117 0.12507735 0.18674034 0.19610833]
27,1.0,5.69,0.97,0.42857142857142855,0.875,30.0,5,"(0.0, 0.0, 0.0, 0.0, 0.0)",3,[0.00144907 0.50018835 0.71224759 0.73742394 0.7632792 ]
27,1.0,5.69,0.97,0.42857142857142855,0.875,30.0,5,"(0.0, 0.0, 0.0, 0.0, 0.0)",4,[0.05091468 0.06792962 0.14200172 0.24999713 0.25513449]
28,1.0,5.13,0.84,0.42857142857142855,0.5,30.0,5,"(0.0, 0.0, 0.0, 0.0, 0.0)",0,"[2.77366676e-04 3.31466731e-02 3.61739848e-01 4.47554617e-01
 5.57574454e-01]"
28,1.0,5.13,0.84,0.42857142857142855,0.5,30.0,5,"(0.0, 0.0, 0.0, 0.0, 0.0)",1,[0.02610061 0.06711824 0.27911895 0.49621218 0.66262992]
28,1.0,5.13,0.84,0.42857142857142855,0.5,30.0,5,"(0.0, 0.0, 0.0, 0.0, 0.0)",2,[0.00153294 0.06240402 0.13093562 0.19701028 0.20711531]
