DesignPt#,contam_rate_alpha,contam_rate_beta,restore_rate_alpha,restore_rate_beta,initial_rate_alpha,initial_rate_beta,stages,prev_decision,MacroRep#,level
14,1.0,4.0,0.84,0.42857142857142855,0.813,30.0,5,"(0.0, 0.0, 0.0, 0.0, 0.0)",2,[0.00574326 0.07813383 0.16229354 0.23809378 0.24989577]
15,1.0,5.13,0.91,0.42857142857142855,0.5,30.0,5,"(0.0, 0.0, 0.0, 0.0, 0.0)",0,"[2.77366676e-04 3.31466731e-02 3.61739848e-01 4.47554617e-01
 5.57574454e-01]"
15,1.0,5.13,0.91,0.42857142857142855,0.5,30.0,5,"(0.0, 0.0, 0.0, 0.0, 0.0)",1,[0.02610061 0.06711824 0.27911895 0.49621218 0.66262992]
15,1.0,5.13,0.91,0.42857142857142855,0.5,30.0,5,"(0.0, 0.0, 0.0, 0.0, 0.0)",2,[0.00153294 0.06240402 0.13093562 0.19701028 0.20711531]
16,1.0,5.31,0.56,0.42857142857142855,0.625,30.0,5,"(0.0, 0.0, 0.0, 0.0, 0.0)",0,[0.00076961 0.03239956 0.3521305  0.4363988  0.54573906]
16,1.0,5.31,0.56,0.42857142857142855,0.625,30.0,5,"(0.0, 0.0, 0.0, 0.0, 0.0)",1,[0.03082629 0.07030245 0.27627261 0.48741407 0.6524046 ]
16,1.0,5.31,0.56,0.42857142857142855,0.625,30.0,5,"(0.0, 0.0, 0.0, 0.0, 0.0)",2,[0.00305165 0.06230076 0.12873257 0.19333697 0.20319487]
17,1.0,7.0,0.91,0.42857142857142855,0.688,30.0,5,"(0.0, 0.0, 0.0, 0.0, 0.0)",0,[0.00111738 0.02449205 0.27940872 0.35106461 0.45242633]
17,1.0,7.0,0.91,0.42857142857142855,0.688,30.0,5,"(0.0, 0.0, 0.0, 0.0, 0.0)",1,[0.03273201 0.06283071 0.23091259 0.40347071 0.55806003]
17,1.0,7.0,0.91,0.42857142857142855,0.688,30.0,5,"(0.0, 0.0, 0.0, 0.0, 0.0)",2,[0.00392266 0.05186469 0.1040035  0.15798878 0.16609208]
18,1.0,4.75,0.94,0.42857142857142855,0.781,30.0,5,"(0.0, 0.0, 0.0, 0.0, 0.0)",0,[0.00173403 0.03746295 0.38541013 0.4743517  0.58525292]
18,1.0,4.75,0.94,0.42857142857142855,0.781,30.0,5,"(0.0, 0.0, 0.0, 0.0, 0.0)",1,[0.03510315 0.07888399 0.30026252 0.52624115 0.69190067]
18,1.0,4.75,0.94,0.42857142857142855,0.781,30.0,5,"(0.0, 0.0, 0.0, 0.0, 0.0)",2,[0.00527124 0.06941624 0.14231966 0.21122301 0.22181582]
19,1.0,5.31,0.53,0.42857142857142855,0.625,30.0,5,"(0.0, 0.0, 0.0, 0.0, 0.0)",0,[0.00076961 0.03239956 0.3521305  0.4363988  0.54573906]
19,1.0,5.31,0.53,0.42857142857142855,0.625,30.0,5,"(0.0, 0.0, 0.0, 0.0, 0.0)",1,[0.03082629 0.07030245 0.27627261 0.48741407 0.6524046 ]
19,1.0,5.31,0.53,0.42857142857142855,0.625,30.0,5,"(0.0, 0.0, 0.0, 0.0, 0.0)",2,[0.00305165 0.06230076 0.12873257 0.19333697 0.20319487]
20,1.0,5.88,0.66,0.42857142857142855,1.0,30.0,5,"(0.0, 0.0, 0.0, 0.0, 0.0)",0,[0.00256802 0.03079952 0.32504532 0.40460292 0.51138148]
20,1.0,5.88,0.66,0.42857142857142855,1.0,30.0,5,"(0.0, 0.0, 0.0, 0.0, 0.0)",1,[0.04120712 0.07657595 0.2660971  0.46075034 0.62127206]
20,1.0,5.88,0.66,0.42857142857142855,1.0,30.0,5,"(0.0, 0.0, 0.0, 0.0, 0.0)",2,[0.00563196 0.0603765  0.12104125 0.18149487 0.19066065]
21,1.0,6.81,0.72,0.42857142857142855,0.563,30.0,5,"(0.0, 0.0, 0.0, 0.0, 0.0)",0,[0.00049114 0.02459136 0.28569151 0.35866374 0.46107793]
21,1.0,6.81,0.72,0.42857142857142855,0.563,30.0,5,"(0.0, 0.0, 0.0, 0.0, 0.0)",1,[0.0286593  0.0597091  0.23203427 0.40901067 0.56561337]
21,1.0,6.81,0.72,0.42857142857142855,0.563,30.0,5,"(0.0, 0.0, 0.0, 0.0, 0.0)",2,[0.00225433 0.05132025 0.1048342  0.15992452 0.16820624]
22,1.0,4.94,0.69,0.42857142857142855,0.906,30.0,5,"(0.0, 0.0, 0.0, 0.0, 0.0)",0,[0.00271131 0.03689296 0.37432979 0.46154798 0.57187291]
22,1.0,4.94,0.69,0.42857142857142855,0.906,30.0,5,"(0.0, 0.0, 0.0, 0.0, 0.0)",1,[0.03764935 0.07968942 0.29468363 0.51453154 0.67946255]
22,1.0,4.94,0.69,0.42857142857142855,0.906,30.0,5,"(0.0, 0.0, 0.0, 0.0, 0.0)",2,[0.00711481 0.06934318 0.13972492 0.2069319  0.21723611]
23,1.0,4.56,1.0,0.42857142857142855,0.656,30.0,5,"(0.0, 0.0, 0.0, 0.0, 0.0)",0,[0.00093298 0.03834168 0.39732193 0.48799204 0.59932517]
23,1.0,4.56,1.0,0.42857142857142855,0.656,30.0,5,"(0.0, 0.0, 0.0, 0.0, 0.0)",1,[0.031798   0.07749514 0.30578497 0.53831631 0.70460675]
23,1.0,4.56,1.0,0.42857142857142855,0.656,30.0,5,"(0.0, 0.0, 0.0, 0.0, 0.0)",2,[0.00347416 0.06964897 0.14524982 0.21592309 0.22681935]
24,1.0,6.63,0.88,0.42857142857142855,0.969,30.0,5,"(0.0, 0.0, 0.0, 0.0, 0.0)",0,[0.00324913 0.0279944  0.29431475 0.36831995 0.47137569]
24,1.0,6.63,0.88,0.42857142857142855,0.969,30.0,5,"(0.0, 0.0, 0.0, 0.0, 0.0)",1,[0.03871607 0.07025933 0.24425271 0.42298611 0.57921483]
24,1.0,6.63,0.88,0.42857142857142855,0.969,30.0,5,"(0.0, 0.0, 0.0, 0.0, 0.0)",2,[0.00803147 0.05783996 0.1123172  0.16807973 0.17647509]
25,1.0,4.0,0.59,0.42857142857142855,0.813,30.0,5,"(0.0, 0.0, 0.0, 0.0, 0.0)",0,[0.00197024 0.04519194 0.43916863 0.53463818 0.64588858]
25,1.0,4.0,0.59,0.42857142857142855,0.813,30.0,5,"(0.0, 0.0, 0.0, 0.0, 0.0)",1,[0.03581714 0.08744006 0.33493668 0.5846898  0.74875282]
25,1.0,4.0,0.59,0.42857142857142855,0.813,30.0,5,"(0.0, 0.0, 0.0, 0.0, 0.0)",2,[0.00574326 0.07813383 0.16229354 0.23809378 0.24989577]
26,1.0,6.25,0.56,0.42857142857142855,0.719,30.0,5,"(0.0, 0.0, 0.0, 0.0, 0.0)",0,[0.00131029 0.02775269 0.30802646 0.38489461 0.4900553 ]
26,1.0,6.25,0.56,0.42857142857142855,0.719,30.0,5,"(0.0, 0.0, 0.0, 0.0, 0.0)",1,[0.03357577 0.06716819 0.24989948 0.43764411 0.59722631]
26,1.0,6.25,0.56,0.42857142857142855,0.719,30.0,5,"(0.0, 0.0, 0.0, 0.0, 0.0)",2,[0.00436632 0.05668783 0.11427764 0.17246898 0.18125976]
27,1.0,5.69,0.97,0.42857142857142855,0.875,30.0,5,"(0.0, 0.0, 0.0, 0.0, 0.0)",0,[0.0024563  0.03172548 0.33389965 0.41495104 0.52258389]
27,1.0,5.69,0.97,0.42857142857142855,0.875,30.0,5,"(0.0, 0.0, 0.0, 0.0, 0.0)",1,[0.03707552 0.07375029 0.26863065 0.46870238 0.63092934]
27,1.0,5.69,0.97,0.42857142857142855,0.875,30.0,5,"(0.0, 0.0, 0.0, 0.0, 0.0)",2,[0.006659   0.06272117 0.12507735 0.18674034 0.19610833]
28,1.0,5.13,0.84,0.42857142857142855,0.5,30.0,5,"(0.0, 0.0, 0.0, 0.0, 0.0)",0,"[2.77366676e-04 3.31466731e-02 3.61739848e-01 4.47554617e-01
 5.57574454e-01]"
28,1.0,5.13,0.84,0.42857142857142855,0.5,30.0,5,"(0.0, 0.0, 0.0, 0.0, 0.0)",1,[0.02610061 0.06711824 0.27911895 0.49621218 0.66262992]
28,1.0,5.13,0.84,0.42857142857142855,0.5,30.0,5,"(0.0, 0.0, 0.0, 0.0, 0.0)",2,[0.00153294 0.06240402 0.13093562 0.19701028 0.20711531]
29,1.0,4.19,0.78,0.42857142857142855,0.938,30.0,5,"(0.0, 0.0, 0.0, 0.0, 0.0)",0,[0.00298153 0.04398674 0.42491193 0.51863531 0.62995386]
29,1.0,4.19,0.78,0.42857142857142855,0.938,30.0,5,"(0.0, 0.0, 0.0, 0.0, 0.0)",1,[0.03820697 0.08745681 0.32714132 0.56991769 0.73442694]
29,1.0,4.19,0.78,0.42857142857142855,0.938,30.0,5,"(0.0, 0.0, 0.0, 0.0, 0.0)",2,[0.00758235 0.07754828 0.1583747  0.23216522 0.24361324]
30,1.0,6.06,0.81,0.42857142857142855,0.594,30.0,5,"(0.0, 0.0, 0.0, 0.0, 0.0)",0,[0.00062211 0.02799068 0.31566206 0.39399923 0.50014868]
30,1.0,6.06,0.81,0.42857142857142855,0.594,30.0,5,"(0.0, 0.0, 0.0, 0.0, 0.0)",1,[0.02978237 0.06453693 0.25217158 0.44493403 0.60632037]
30,1.0,6.06,0.81,0.42857142857142855,0.594,30.0,5,"(0.0, 0.0, 0.0, 0.0, 0.0)",2,[0.00264395 0.0563084  0.11557684 0.17504933 0.18405002]
31,1.0,6.44,0.5,0.42857142857142855,0.844,30.0,5,"(0.0, 0.0, 0.0, 0.0, 0.0)",0,[0.00220894 0.02777792 0.30093426 0.37635651 0.48048138]
31,1.0,6.44,0.5,0.42857142857142855,0.844,30.0,5,"(0.0, 0.0, 0.0, 0.0, 0.0)",1,[0.0364658  0.0689934  0.24720154 0.43029282 0.58816747]
31,1.0,6.44,0.5,0.42857142857142855,0.844,30.0,5,"(0.0, 0.0, 0.0, 0.0, 0.0)",2,[0.00620141 0.05723695 0.11322962 0.17018288 0.17877171]
32,1.0,4.38,0.63,0.42857142857142855,0.531,30.0,5,"(0.0, 0.0, 0.0, 0.0, 0.0)",0,"[3.73733695e-04 3.95112269e-02 4.09446493e-01 5.01747450e-01
 6.13330564e-01]"
32,1.0,4.38,0.63,0.42857142857142855,0.531,30.0,5,"(0.0, 0.0, 0.0, 0.0, 0.0)",1,[0.02740885 0.07513063 0.31062835 0.54991016 0.71676732]
32,1.0,4.38,0.63,0.42857142857142855,0.531,30.0,5,"(0.0, 0.0, 0.0, 0.0, 0.0)",2,[0.00187483 0.07008233 0.14841383 0.22083099 0.23202878]
33,1.0,6.44,0.69,0.42857142857142855,0.625,30.0,5,"(0.0, 0.0, 0.0, 0.0, 0.0)",0,[0.00076961 0.02637547 0.29992584 0.3754569  0.47973196]
33,1.0,6.44,0.69,0.42857142857142855,0.625,30.0,5,"(0.0, 0.0, 0.0, 0.0, 0.0)",1,[0.03082629 0.06354427 0.24279546 0.42695836 0.58575703]
33,1.0,6.44,0.69,0.42857142857142855,0.625,30.0,5,"(0.0, 0.0, 0.0, 0.0, 0.0)",2,[0.00305165 0.05424894 0.11041908 0.16755285 0.1761689 ]
34,1.0,6.63,0.78,0.42857142857142855,0.5,30.0,5,"(0.0, 0.0, 0.0, 0.0, 0.0)",0,"[2.77366676e-04 2.50964087e-02 2.92210777e-01 3.66436620e-01
 4.69799620e-01]"
34,1.0,6.63,0.78,0.42857142857142855,0.5,30.0,5,"(0.0, 0.0, 0.0, 0.0, 0.0)",1,[0.02610061 0.05805784 0.23433462 0.41541364 0.57369264]
34,1.0,6.63,0.78,0.42857142857142855,0.5,30.0,5,"(0.0, 0.0, 0.0, 0.0, 0.0)",2,[0.00153294 0.05166773 0.10650185 0.1626297  0.17108005]
35,1.0,4.19,0.63,0.42857142857142855,0.813,30.0,5,"(0.0, 0.0, 0.0, 0.0, 0.0)",0,[0.00197024 0.04301704 0.42432861 0.51814706 0.62957852]
35,1.0,4.19,0.63,0.42857142857142855,0.813,30.0,5,"(0.0, 0.0, 0.0, 0.0, 0.0)",1,[0.03581714 0.08518936 0.32546942 0.56884903 0.73376705]
35,1.0,4.19,0.63,0.42857142857142855,0.813,30.0,5,"(0.0, 0.0, 0.0, 0.0, 0.0)",2,[0.00574326 0.07583884 0.15681505 0.23074231 0.24221155]
36,1.0,4.94,1.0,0.42857142857142855,0.781,30.0,5,"(0.0, 0.0, 0.0, 0.0, 0.0)",0,[0.00173403 0.03594918 0.37371668 0.46102034 0.57145338]
36,1.0,4.94,1.0,0.42857142857142855,0.781,30.0,5,"(0.0, 0.0, 0.0, 0.0, 0.0)",1,[0.03510315 0.07725445 0.29281749 0.51324708 0.67861447]
36,1.0,4.94,1.0,0.42857142857142855,0.781,30.0,5,"(0.0, 0.0, 0.0, 0.0, 0.0)",2,[0.00527124 0.06761515 0.13812758 0.20545934 0.21578269]
37,1.0,5.31,0.56,0.42857142857142855,0.656,30.0,5,"(0.0, 0.0, 0.0, 0.0, 0.0)",0,[0.00093298 0.03255776 0.35223643 0.43649095 0.54581333]
37,1.0,5.31,0.56,0.42857142857142855,0.656,30.0,5,"(0.0, 0.0, 0.0, 0.0, 0.0)",1,[0.031798   0.07123459 0.27699824 0.487928   0.65275311]
37,1.0,5.31,0.56,0.42857142857142855,0.656,30.0,5,"(0.0, 0.0, 0.0, 0.0, 0.0)",2,[0.00347416 0.06269817 0.12910182 0.19367884 0.20353256]
38,1.0,5.13,0.91,0.42857142857142855,0.531,30.0,5,"(0.0, 0.0, 0.0, 0.0, 0.0)",0,"[3.73733695e-04 3.32398717e-02 3.61801373e-01 4.47607869e-01
 5.57617101e-01]"
38,1.0,5.13,0.91,0.42857142857142855,0.531,30.0,5,"(0.0, 0.0, 0.0, 0.0, 0.0)",1,[0.02740885 0.06837139 0.28008731 0.49688892 0.66308311]
38,1.0,5.13,0.91,0.42857142857142855,0.531,30.0,5,"(0.0, 0.0, 0.0, 0.0, 0.0)",2,[0.00187483 0.06272507 0.1312332  0.19728524 0.20738681]
39,1.0,7.0,0.66,0.42857142857142855,0.938,30.0,5,"(0.0, 0.0, 0.0, 0.0, 0.0)",0,[0.00298153 0.02631257 0.28075351 0.35227567 0.45344823]
39,1.0,7.0,0.66,0.42857142857142855,0.938,30.0,5,"(0.0, 0.0, 0.0, 0.0, 0.0)",1,[0.03820697 0.0681353  0.2352658  0.40684721 0.56056151]
39,1.0,7.0,0.66,0.42857142857142855,0.938,30.0,5,"(0.0, 0.0, 0.0, 0.0, 0.0)",2,[0.00758235 0.05534824 0.10729548 0.16108241 0.16915594]
40,1.0,6.25,0.97,0.42857142857142855,0.906,30.0,5,"(0.0, 0.0, 0.0, 0.0, 0.0)",0,[0.00271131 0.02911661 0.30899719 0.38575751 0.49077068]
40,1.0,6.25,0.97,0.42857142857142855,0.906,30.0,5,"(0.0, 0.0, 0.0, 0.0, 0.0)",1,[0.03764935 0.07110019 0.25306124 0.44001451 0.59892404]
40,1.0,6.25,0.97,0.42857142857142855,0.906,30.0,5,"(0.0, 0.0, 0.0, 0.0, 0.0)",2,[0.00711481 0.05929189 0.11672272 0.17475343 0.18351993]
41,1.0,4.56,0.81,0.42857142857142855,0.875,30.0,5,"(0.0, 0.0, 0.0, 0.0, 0.0)",0,[0.0024563  0.03980796 0.39824086 0.48877272 0.59993609]
41,1.0,4.56,0.81,0.42857142857142855,0.875,30.0,5,"(0.0, 0.0, 0.0, 0.0, 0.0)",1,[0.03707552 0.08252358 0.30956904 0.54083288 0.7062169 ]
41,1.0,4.56,0.81,0.42857142857142855,0.875,30.0,5,"(0.0, 0.0, 0.0, 0.0, 0.0)",2,[0.006659   0.07262232 0.14798156 0.21842895 0.22929039]
42,1.0,4.38,0.72,0.42857142857142855,1.0,30.0,5,"(0.0, 0.0, 0.0, 0.0, 0.0)",0,[0.00256802 0.0416196  0.41074282 0.50284117 0.61417934]
42,1.0,4.38,0.72,0.42857142857142855,1.0,30.0,5,"(0.0, 0.0, 0.0, 0.0, 0.0)",1,[0.04120712 0.08825186 0.32040854 0.55629564 0.72078558]
42,1.0,4.38,0.72,0.42857142857142855,1.0,30.0,5,"(0.0, 0.0, 0.0, 0.0, 0.0)",2,[0.00563196 0.07358272 0.15161936 0.22376392 0.23491957]
43,1.0,6.81,0.88,0.42857142857142855,0.688,30.0,5,"(0.0, 0.0, 0.0, 0.0, 0.0)",0,[0.00111738 0.02520251 0.28613906 0.35906557 0.46141559]
43,1.0,6.81,0.88,0.42857142857142855,0.688,30.0,5,"(0.0, 0.0, 0.0, 0.0, 0.0)",1,[0.03273201 0.06365162 0.23525425 0.41148861 0.5674347 ]
43,1.0,6.81,0.88,0.42857142857142855,0.688,30.0,5,"(0.0, 0.0, 0.0, 0.0, 0.0)",2,[0.00392266 0.05290654 0.106331   0.1613292  0.16959707]
44,1.0,6.06,0.5,0.42857142857142855,0.719,30.0,5,"(0.0, 0.0, 0.0, 0.0, 0.0)",0,[0.00131029 0.02866002 0.31613331 0.39441653 0.50049288]
44,1.0,6.06,0.5,0.42857142857142855,0.719,30.0,5,"(0.0, 0.0, 0.0, 0.0, 0.0)",1,[0.03357577 0.06819444 0.25509547 0.44710424 0.6078596 ]
44,1.0,6.06,0.5,0.42857142857142855,0.719,30.0,5,"(0.0, 0.0, 0.0, 0.0, 0.0)",2,[0.00436632 0.05793809 0.11710418 0.17647396 0.18545911]
45,1.0,5.69,0.94,0.42857142857142855,0.844,30.0,5,"(0.0, 0.0, 0.0, 0.0, 0.0)",0,[0.00220894 0.03148538 0.33373448 0.41480597 0.5224655 ]
45,1.0,5.69,0.94,0.42857142857142855,0.844,30.0,5,"(0.0, 0.0, 0.0, 0.0, 0.0)",1,[0.0364658  0.07316378 0.26816755 0.46836596 0.63069565]
45,1.0,5.69,0.94,0.42857142857142855,0.844,30.0,5,"(0.0, 0.0, 0.0, 0.0, 0.0)",2,[0.00620141 0.06228941 0.1246743  0.18636571 0.19573801]
46,1.0,5.88,0.59,0.42857142857142855,0.969,30.0,5,"(0.0, 0.0, 0.0, 0.0, 0.0)",0,[0.00324913 0.03146136 0.32550623 0.4050095  0.51171514]
46,1.0,5.88,0.59,0.42857142857142855,0.969,30.0,5,"(0.0, 0.0, 0.0, 0.0, 0.0)",1,[0.03871607 0.07417679 0.26419033 0.45934931 0.62028808]
46,1.0,5.88,0.59,0.42857142857142855,0.969,30.0,5,"(0.0, 0.0, 0.0, 0.0, 0.0)",2,[0.00803147 0.06264391 0.12316227 0.18347    0.19261367]
47,1.0,4.0,0.84,0.42857142857142855,0.563,30.0,5,"(0.0, 0.0, 0.0, 0.0, 0.0)",0,"[4.91136422e-04 4.37768885e-02 4.38337463e-01 5.33948505e-01
 6.45363777e-01]"
47,1.0,4.0,0.84,0.42857142857142855,0.563,30.0,5,"(0.0, 0.0, 0.0, 0.0, 0.0)",1,[0.0286593  0.08066546 0.32999943 0.58160665 0.74688763]
47,1.0,4.0,0.84,0.42857142857142855,0.563,30.0,5,"(0.0, 0.0, 0.0, 0.0, 0.0)",2,[0.00225433 0.07489893 0.15935396 0.23542019 0.24726359]
48,1.0,4.75,0.53,0.42857142857142855,0.594,30.0,5,"(0.0, 0.0, 0.0, 0.0, 0.0)",0,[0.00062211 0.03639082 0.38472557 0.4737662  0.58479095]
