DesignPt#,lambda,mu,warmup,people,MacroRep#,avg_sojourn_time,avg_waiting_time,frac_cust_wait
6,1.5,3.5,20,50,4,0.3708854893904487,0.12979589078305176,0.36
7,1.5,3.25,20,50,0,0.5055531136580611,0.2044911023828183,0.46
7,1.5,3.25,20,50,1,0.535935371288526,0.18647297573234892,0.58
7,1.5,3.25,20,50,2,0.3155310499624765,0.08623043815825629,0.3
7,1.5,3.25,20,50,3,0.5608470580085799,0.2679424160280423,0.5
7,1.5,3.25,20,50,4,0.4173681605522303,0.1577332082058028,0.38
8,1.5,3.0,20,50,0,0.581697714334998,0.25554720212015153,0.48
8,1.5,3.0,20,50,1,0.6203352683273854,0.2417510064748602,0.6
8,1.5,3.0,20,50,2,0.35387171547574314,0.10546271935450452,0.32
8,1.5,3.0,20,50,3,0.6461573573575786,0.32884399521199625,0.56
8,1.5,3.0,20,50,4,0.47373880204919294,0.19246760367389648,0.44
9,1.5,3.75,20,50,0,0.40212706012721955,0.1412066503553425,0.38
9,1.5,3.75,20,50,1,0.42538036534476054,0.1225129558627404,0.46
9,1.5,3.75,20,50,2,0.25680432967497424,0.058077132777983397,0.26
9,1.5,3.75,20,50,3,0.4431642187157943,0.18931352899932827,0.44
9,1.5,3.75,20,50,4,0.33060356688187525,0.10558660818163801,0.36
10,1.5,4.75,20,50,0,0.2891789364033986,0.08318913921507459,0.32
10,1.5,4.75,20,50,1,0.3170630717204196,0.07795722212935105,0.32
10,1.5,4.75,20,50,2,0.19009927941699695,0.03320938712989889,0.18
10,1.5,4.75,20,50,3,0.2969646355987185,0.09655619634887691,0.36
10,1.5,4.75,20,50,4,0.2274599152063481,0.049814947811424,0.28
11,1.5,4.5,20,50,0,0.3119945105432615,0.0945608357333639,0.36
11,1.5,4.5,20,50,1,0.33801699858032735,0.08562749067864386,0.32
11,1.5,4.5,20,50,2,0.20274920398023336,0.037143206566074324,0.2
11,1.5,4.5,20,50,3,0.3266038637920778,0.11506162236168946,0.4
11,1.5,4.5,20,50,4,0.24809184372015838,0.06057771146996073,0.3
12,1.5,4.25,20,50,0,0.33836048706852734,0.10813659609334172,0.36
12,1.5,4.25,20,50,1,0.3619042774016967,0.09466832785873767,0.34
12,1.5,4.25,20,50,2,0.2169587528599929,0.041611226186177436,0.2
12,1.5,4.25,20,50,3,0.36049339407031433,0.13650749137931492,0.42
12,1.5,4.25,20,50,4,0.2718751378395986,0.07333076251585989,0.32
13,1.5,2.0,20,50,0,1.248248254800134,0.7590224864778645,0.72
13,1.5,2.0,20,50,1,1.9987813957656226,1.4309050029868344,0.9
13,1.5,2.0,20,50,2,0.7603057093450133,0.38769221516315555,0.64
13,1.5,2.0,20,50,3,2.080557762606321,1.6045877193879468,0.9
13,1.5,2.0,20,50,4,0.979333355489723,0.5574265579267783,0.62
14,1.5,1.0,20,50,0,13.456813386677837,12.478361850033293,1.0
14,1.5,1.0,20,50,1,20.369890564095755,19.23413777853818,1.0
14,1.5,1.0,20,50,2,7.814723609902833,7.069496621539117,1.0
14,1.5,1.0,20,50,3,20.374349269143078,19.422409182706332,1.0
14,1.5,1.0,20,50,4,7.664169721437251,6.820356126311363,0.94
15,1.5,2.5,20,50,0,0.8054739289590759,0.4140933143012603,0.56
15,1.5,2.5,20,50,1,0.9364541216958158,0.4821530074727854,0.78
15,1.5,2.5,20,50,2,0.4723431644964232,0.1742523691509369,0.38
15,1.5,2.5,20,50,3,0.9900098250444609,0.6092337904697619,0.72
15,1.5,2.5,20,50,4,0.6459447317352768,0.30841929368492094,0.56
16,1.5,2.75,20,50,0,0.680414900873478,0.3246143420936456,0.5
16,1.5,2.75,20,50,1,0.7312779856309433,0.3182769727009157,0.68
16,1.5,2.75,20,50,2,0.4035049500007766,0.13251331786851636,0.34
16,1.5,2.75,20,50,3,0.7640492309966871,0.4178891995651426,0.58
16,1.5,2.75,20,50,4,0.5477254256251323,0.24088411830662707,0.5
17,1.5,5.0,20,50,0,0.2702960598050467,0.0746057524761389,0.3
17,1.5,5.0,20,50,1,0.29820453754650267,0.07105398043498753,0.32
17,1.5,5.0,20,50,2,0.1787397504130605,0.029694352740317356,0.18
17,1.5,5.0,20,50,3,0.27290399554908346,0.08251597826173394,0.32
17,1.5,5.0,20,50,4,0.21093664724935418,0.042173928224176295,0.24
18,1.5,2.0,20,50,0,1.248248254800134,0.7590224864778645,0.72
18,1.5,2.0,20,50,1,1.9987813957656226,1.4309050029868344,0.9
18,1.5,2.0,20,50,2,0.7603057093450133,0.38769221516315555,0.64
18,1.5,2.0,20,50,3,2.080557762606321,1.6045877193879468,0.9
18,1.5,2.0,20,50,4,0.979333355489723,0.5574265579267783,0.62
19,1.5,2.75,20,50,0,0.680414900873478,0.3246143420936456,0.5
19,1.5,2.75,20,50,1,0.7312779856309433,0.3182769727009157,0.68
19,1.5,2.75,20,50,2,0.4035049500007766,0.13251331786851636,0.34
19,1.5,2.75,20,50,3,0.7640492309966871,0.4178891995651426,0.58
19,1.5,2.75,20,50,4,0.5477254256251323,0.24088411830662707,0.5
20,1.5,3.5,20,50,0,0.4468701961177251,0.16731261421928548,0.42
20,1.5,3.5,20,50,1,0.4710406915715689,0.1465398956979759,0.5
20,1.5,3.5,20,50,2,0.2830293296115267,0.07010733293617935,0.28
20,1.5,3.5,20,50,3,0.4950118065083447,0.22302892466927396,0.46
20,1.5,3.5,20,50,4,0.3708854893904487,0.12979589078305176,0.36
21,1.5,4.75,20,50,0,0.2891789364033986,0.08318913921507459,0.32
21,1.5,4.75,20,50,1,0.3170630717204196,0.07795722212935105,0.32
21,1.5,4.75,20,50,2,0.19009927941699695,0.03320938712989889,0.18
21,1.5,4.75,20,50,3,0.2969646355987185,0.09655619634887691,0.36
21,1.5,4.75,20,50,4,0.2274599152063481,0.049814947811424,0.28
22,1.5,2.25,20,50,0,0.9814621160266003,0.5465947664068053,0.6
22,1.5,2.25,20,50,1,1.337703509132686,0.8329244933293191,0.82
22,1.5,2.25,20,50,2,0.5762724352393732,0.24506044041105515,0.52
22,1.5,2.25,20,50,3,1.4420035588899167,1.01891907602914,0.84
22,1.5,2.25,20,50,4,0.7830119711594467,0.40798370665905126,0.58
23,1.5,1.75,20,50,0,1.8808141465182309,1.3216989827213517,0.82
23,1.5,1.75,20,50,1,3.908007883256772,3.259006291509585,1.0
23,1.5,1.75,20,50,2,1.2173735137155137,0.7915295203648189,0.7
23,1.5,1.75,20,50,3,3.4489588850895303,2.904993121411388,1.0
23,1.5,1.75,20,50,4,1.3322611453896416,0.850081948174848,0.64
24,1.5,4.5,20,50,0,0.3119945105432615,0.0945608357333639,0.36
24,1.5,4.5,20,50,1,0.33801699858032735,0.08562749067864386,0.32
24,1.5,4.5,20,50,2,0.20274920398023336,0.037143206566074324,0.2
24,1.5,4.5,20,50,3,0.3266038637920778,0.11506162236168946,0.4
24,1.5,4.5,20,50,4,0.24809184372015838,0.06057771146996073,0.3
25,1.5,1.0,20,50,0,13.456813386677837,12.478361850033293,1.0
25,1.5,1.0,20,50,1,20.369890564095755,19.23413777853818,1.0
25,1.5,1.0,20,50,2,7.814723609902833,7.069496621539117,1.0
25,1.5,1.0,20,50,3,20.374349269143078,19.422409182706332,1.0
25,1.5,1.0,20,50,4,7.664169721437251,6.820356126311363,0.94
26,1.5,4.0,20,50,0,0.36802221065945245,0.12340932649831775,0.36
26,1.5,4.0,20,50,1,0.38994616134820215,0.10600796495880821,0.34
26,1.5,4.0,20,50,2,0.2344649101920546,0.04815816310112568,0.26
26,1.5,4.0,20,50,3,0.39908233297221285,0.16109731136302596,0.42
26,1.5,4.0,20,50,4,0.2986457092507264,0.08769231046925409,0.32
27,1.5,3.25,20,50,0,0.5055531136580611,0.2044911023828183,0.46
27,1.5,3.25,20,50,1,0.535935371288526,0.18647297573234892,0.58
27,1.5,3.25,20,50,2,0.3155310499624765,0.08623043815825629,0.3
27,1.5,3.25,20,50,3,0.5608470580085799,0.2679424160280423,0.5
27,1.5,3.25,20,50,4,0.4173681605522303,0.1577332082058028,0.38
28,1.5,2.5,20,50,0,0.8054739289590759,0.4140933143012603,0.56
28,1.5,2.5,20,50,1,0.9364541216958158,0.4821530074727854,0.78
28,1.5,2.5,20,50,2,0.4723431644964232,0.1742523691509369,0.38
28,1.5,2.5,20,50,3,0.9900098250444609,0.6092337904697619,0.72
28,1.5,2.5,20,50,4,0.6459447317352768,0.30841929368492094,0.56
29,1.5,1.25,20,50,0,5.629626685696807,4.846865456381176,1.0
29,1.5,1.25,20,50,1,12.65198122784793,11.743378999401868,1.0
29,1.5,1.25,20,50,2,3.0534188972023166,2.457237306511344,0.88
29,1.5,1.25,20,50,3,12.450911736648916,11.689359667499513,1.0
29,1.5,1.25,20,50,4,4.163651910997638,3.488601034896927,0.88
30,1.5,3.75,20,50,0,0.40212706012721955,0.1412066503553425,0.38
30,1.5,3.75,20,50,1,0.42538036534476054,0.1225129558627404,0.46
30,1.5,3.75,20,50,2,0.25680432967497424,0.058077132777983397,0.26
30,1.5,3.75,20,50,3,0.4431642187157943,0.18931352899932827,0.44
30,1.5,3.75,20,50,4,0.33060356688187525,0.10558660818163801,0.36
31,1.5,4.25,20,50,0,0.33836048706852734,0.10813659609334172,0.36
31,1.5,4.25,20,50,1,0.3619042774016967,0.09466832785873767,0.34
31,1.5,4.25,20,50,2,0.2169587528599929,0.041611226186177436,0.2
31,1.5,4.25,20,50,3,0.36049339407031433,0.13650749137931492,0.42
31,1.5,4.25,20,50,4,0.2718751378395986,0.07333076251585989,0.32
32,1.5,1.5,20,50,0,3.053143493629907,2.4008424692002146,0.88
32,1.5,1.5,20,50,1,7.548975388844889,6.791806865139838,1.0
32,1.5,1.5,20,50,2,1.8874081396097955,1.3905901473673188,0.74
32,1.5,1.5,20,50,3,7.178811114545371,6.5441843902542045,1.0
32,1.5,1.5,20,50,4,2.0834991553769453,1.520956758626352,0.82
