solver,problem,mrep,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASTRODF_0a,CNTNEWS-1_9a,0,"(20, 20, 20, 20)","(22.10934721346135, 22.10934720394781, 22.10934720394781, 24.274896452680665)","(25.708421316672187, 25.7084213750396, 25.708421375039624, 31.568937819983145)","(35.19501072635109, 38.238707179730724, 38.23870679323666, 46.746566636407756)","(53.46011902041124, 80.56060114097014, 85.19519707054597, 53.19250136977722)","(51.138902844494325, 80.48748125872619, 107.27461850618609, 92.99583436970204)","(44.562741862745234, 66.21723406718364, 126.7097156237759, 74.68837559127854)","(51.83878068025627, 78.11739206228526, 119.3772455653456, 44.15611966651)","(42.56100294106224, 78.37271938740176, 130.3408757107926, 64.33438714001065)","(53.801941071331484, 75.11018860076588, 125.92493164982524, 54.20014160143211)","(49.482877206447654, 73.64070450377402, 125.9098572922657, 55.997860433959346)","(46.320939380745045, 75.87695806075901, 126.2252911755373, 57.84928403913048)","(48.43552697451757, 76.00479787877568, 125.48075201098122, 59.05422461587723)","(47.8935486102139, 77.170588249478, 124.54905578846932, 58.13011389594526)","(50.11710067766932, 73.48956231116053, 125.9681239485673, 59.787494197595784)","(50.11710067766932, 73.48956231116053, 125.9681239485673, 59.787494197595784)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASTRODF_0a,CNTNEWS-1_9a,1,"(20, 20, 20, 20)","(22.109347205286383, 22.109347205286376, 22.109347205286365, 24.27489645539345)","(27.675726447986182, 27.79801820383263, 27.798018203867592, 35.32904326496758)","(40.273125940152326, 52.69100825637281, 52.69100797229122, 45.5003563216475)","(75.55220073389364, 85.57904190985457, 140.05289728963004, 65.19159188391664)","(44.87523083729961, 73.85377081440667, 116.95363692088848, 49.87148386781425)","(48.98985742825762, 72.7094953269347, 120.33488444068081, 48.91739769375052)","(49.297092036082795, 74.43901409811566, 121.86596827469508, 48.746093149970896)","(47.02233542519812, 73.83955830607388, 120.57876207816585, 45.79608991905792)","(47.98123262726082, 73.84625573173244, 121.74463741131201, 47.27666161148414)","(47.85939671886947, 74.44148148065722, 123.06597414228851, 48.75220972281018)","(48.87431202863808, 74.18949055700438, 121.79458528082229, 43.56889794019761)","(47.0036191070526, 72.93554263520991, 121.96962932834363, 46.773270062353994)","(45.50009884732, 72.86073361393738, 122.17985477439794, 46.539480631600384)","(45.50009884732, 72.86073361393738, 122.17985477439794, 46.539480631600384)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASTRODF_0a,CNTNEWS-1_9a,2,"(20, 20, 20, 20)","(22.109347213461362, 22.1093472039478, 22.10934720394779, 24.274896452680675)","(25.880820202503415, 25.946374296077806, 25.946374296077998, 31.231438792651613)","(36.83346365735849, 38.94787801376083, 38.947877341439025, 44.510494900563906)","(57.18726710706444, 80.5912381420589, 85.73795221088251, 50.29505013649383)","(51.22292444349174, 87.08560856210039, 116.7824374547651, 85.58421621207643)","(51.17000140389677, 81.58260580689799, 116.23564209067841, 38.244332071746165)","(51.51415180718496, 77.10284173877102, 127.67580085031132, 54.19549715806004)","(47.85446008133288, 77.01119045151759, 124.69108989736547, 51.31932076699343)","(52.3883449288647, 79.26830829334602, 121.7864344706895, 49.440618099891886)","(48.14544344205383, 80.34240839218847, 120.1373940455657, 48.56684912040748)","(52.04926726790743, 77.76042136284464, 118.86835681504971, 47.839687899014024)","(48.48328992908337, 78.78124791841235, 117.81823200253791, 47.096218584516244)","(50.9034433133118, 77.16385642753512, 118.293161290581, 49.6792135606385)","(49.605977754459296, 78.2910335342919, 118.12494556629068, 49.65264072853783)","(49.605977754459296, 78.2910335342919, 118.12494556629068, 49.65264072853783)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASTRODF_0a,CNTNEWS-1_9a,3,"(20, 20, 20, 20)","(22.133107670664558, 22.13310767066453, 22.13310767066456, 24.23937868062526)","(28.007476973056846, 28.683251888515883, 28.683251888423435, 34.1178250044151)","(42.34055248622938, 52.85281702596221, 52.85281828207709, 45.41822784555858)","(77.65642383017091, 121.48426072485597, 116.8069448637873, 62.694344282796585)","(48.875422652605934, 67.20798606471617, 139.68072040263286, 54.10660208576839)","(51.95346513577301, 84.74288003584118, 119.73100866402669, 38.45942839531644)","(51.23587700765918, 80.65147721599676, 119.68812461843231, 50.87187912211674)","(47.89105127502821, 76.39799967054965, 115.87709365749923, 48.73964763413893)","(49.56914432178065, 76.02483730169448, 112.71840969567121, 47.01896377521592)","(48.423045961667476, 75.06050312153985, 114.28928329416016, 48.43451548946651)","(52.12786487010358, 74.93332924164467, 115.94809500417871, 53.891293887990486)","(44.823764833412625, 77.67734685521523, 115.3378679756605, 45.32080427002649)","(49.73980325775085, 76.28253940717616, 115.82114706432368, 51.9281903584546)","(47.23927762367458, 73.67941428039745, 114.58276020237435, 47.25727668091748)","(47.23927762367458, 73.67941428039745, 114.58276020237435, 47.25727668091748)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASTRODF_0a,CNTNEWS-1_9a,4,"(20, 20, 20, 20)","(22.20258970802597, 22.202589698091856, 22.202589698091877, 24.131412884655926)","(26.134141071254316, 26.088364550121934, 26.088364550121206, 30.943714633942097)","(36.023827809811365, 38.53828550825784, 38.53828694721401, 45.99578780614877)","(53.92259668746749, 81.16244450090517, 85.51750704181961, 51.19068581731482)","(50.8832881843502, 77.25630149988913, 110.05878792229197, 63.581008044990824)","(49.04850569686618, 76.18532768658467, 117.74105185303186, 53.198585829739535)","(47.2166997914927, 77.1107780623199, 126.73521154713858, 51.216665850903624)","(46.45337078230283, 76.08403902089584, 126.07624374677637, 50.34148147988692)","(47.725829902144405, 75.01640014750451, 129.1551887089484, 47.637753699129426)","(47.2166997914927, 77.1107780623199, 126.73521154713858, 51.216665850903624)","(47.2166997914927, 77.1107780623199, 126.73521154713858, 51.216665850903624)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASTRODF_0a,CNTNEWS-1_9a,5,"(20, 20, 20, 20)","(22.10934720528639, 22.10934720528637, 22.109347205286358, 24.274896455393453)","(27.81505694449551, 28.69629238256352, 28.69629238262563, 34.20313284737888)","(42.12619728401978, 52.93728761889767, 52.93728761841512, 45.22182327509397)","(76.91385028470935, 85.78789706135004, 140.96633199129406, 62.76104628295433)","(20.456715214468517, 60.61178309293603, 126.19495978319003, 44.546198180109776)","(43.06753467025793, 76.35095492151909, 128.82775085986327, 48.33930064590336)","(49.50758368573456, 73.95758549741561, 124.3567829288811, 46.06050078268802)","(42.86556041966534, 70.80651225714637, 122.3912094030819, 49.865197440841975)","(47.53207163129351, 71.40056829061022, 122.0793414199596, 46.974498132050705)","(44.93611468890647, 72.53485859162349, 120.52338347485866, 46.816343061665386)","(47.6529029237155, 72.6467117853568, 119.595533391717, 47.4393109153373)","(47.81228942877678, 72.41203263590518, 120.10826327883785, 47.42255093228627)","(47.28648211238704, 73.09336287191395, 120.82069332533017, 49.43038199520045)","(47.28648211238704, 73.09336287191395, 120.82069332533017, 49.43038199520045)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASTRODF_0a,CNTNEWS-1_9a,6,"(20, 20, 20, 20)","(22.109347205286387, 22.10934720528637, 22.10934720528636, 24.274896455393453)","(27.806058626415595, 28.531316518277922, 28.531316518334727, 34.4220534114385)","(40.221248422838435, 52.53377975935396, 52.533780303758164, 48.389820933055915)","(73.71804299698192, 116.7429405834499, 120.78548234503909, 69.4358164417007)","(45.22894384170327, 58.858756767281086, 132.0465998066005, 60.369468225156346)","(47.49308081680832, 74.98087115812348, 121.99141781343333, 54.096665655853684)","(40.32066119609647, 62.714751113784146, 124.21708371531392, 56.06607336620791)","(45.01787722483071, 65.77037724493803, 121.78371628827892, 55.52268297916734)","(44.22683406592237, 66.99668060674125, 121.07312057116006, 53.19066253982116)","(44.54667594305401, 67.02362398315498, 120.97359604358931, 51.14630915482769)","(44.54667594305401, 67.02362398315498, 120.97359604358931, 51.14630915482769)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASTRODF_0a,CNTNEWS-1_9a,7,"(20, 20, 20, 20)","(22.109347229811302, 22.109347201270683, 22.109347201270694, 24.274896447255095)","(25.938544968643527, 26.038009753636018, 26.038009753635592, 31.09629728744717)","(36.01271606652638, 39.64385563868141, 39.64385518022418, 43.849528830725674)","(53.97315796909437, 77.20675902123415, 89.8588991918894, 54.62538676659569)","(49.7463350183306, 70.6631101046281, 130.4810055559082, 66.28725216865219)","(47.35294993302074, 70.72310924866937, 123.40131301883373, 55.54149284885189)","(42.58643027077011, 73.05887889710472, 114.62501365231277, 47.513367664330545)","(48.55335027987378, 66.65857575740442, 116.13011832120371, 53.05243830231643)","(43.10113011371829, 69.37941306915704, 115.62262562242144, 56.03282986440197)","(47.49803010628354, 69.19333804727597, 115.64854698966732, 58.19562690565851)","(47.49803010628354, 69.19333804727597, 117.72033623238052, 58.19562690565851)","(47.49803010628354, 69.19333804727597, 117.72033623238052, 58.19562690565851)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASTRODF_0a,CNTNEWS-1_9a,8,"(20, 20, 20, 20)","(22.109347221636337, 22.109347202609246, 22.109347202609246, 24.274896449967876)","(25.821953077809702, 25.853812305508725, 25.853812305508765, 31.36274263829659)","(35.28461708161179, 38.247916700472885, 38.2479165882176, 46.7770948904328)","(53.0897942271877, 79.68271263410446, 86.15273332993218, 53.29482677397559)","(50.35485914081037, 80.255132245433, 112.89309240008888, 90.0942001154252)","(51.895258755236576, 74.77830107703454, 124.17209275627553, 61.80661387330644)","(47.324709559746125, 76.00176700614014, 116.31217116439572, 50.556355950239386)","(52.77604532029158, 73.9421056168465, 116.52016170635814, 57.974735827289216)","(46.38146197371241, 74.32958073157356, 115.47235860158345, 55.94219588114548)","(47.94853599240217, 72.08886230835992, 114.00322898288996, 56.66637356488107)","(48.54721871095425, 73.15091194285554, 115.37590745303308, 58.04804276074425)","(47.98811664600721, 74.21274471305345, 115.72228992293691, 56.960077295295925)","(46.98491503828783, 72.45413669578548, 112.25140437840018, 55.2987894242805)","(46.98491503828783, 72.45413669578548, 112.25140437840018, 55.2987894242805)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASTRODF_0a,CNTNEWS-1_9a,9,"(20, 20, 20, 20)","(22.109347207894093, 22.10934718886699, 22.109347093731643, 24.27489651725255)","(25.768146136484738, 25.801113285653063, 25.801113567974408, 31.44552810957306)","(34.97200113462429, 38.85926482386369, 38.859262988215626, 45.88957101392373)","(53.538079936110385, 78.48857314225074, 87.609755823104, 54.80175546605246)","(51.285249335823266, 74.35818990980923, 126.87161142574291, 71.63064095450203)","(37.308414402948316, 72.26684894388394, 138.2098097079528, 50.37012498197471)","(48.764142990227874, 67.6657969733021, 124.97266421036818, 48.93936792703752)","(43.994458766573096, 64.2911603471123, 117.68193095535545, 43.64534418065341)","(45.597851174551955, 68.79355006425521, 122.61660562379868, 50.113844178036004)","(42.66025288696176, 67.34997071064849, 127.79564702558156, 49.82859914148351)","(43.99508712034436, 68.58349171695069, 127.37585576948246, 49.928831756387574)","(45.31824724053128, 69.00694822866681, 127.24127887656421, 48.8363570302524)","(45.2924074351825, 68.91245423717794, 127.23562835362013, 48.796743785532904)","(42.77846543191274, 67.75071709828376, 127.82314690955755, 49.41315908075065)","(42.77846543191274, 67.75071709828376, 127.82314690955755, 49.41315908075065)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASTRODF_0a,CNTNEWS-1_25a,0,"(20, 20, 20, 20)","(22.289965698013695, 22.375966623135238, 22.465020844392118, 23.828483844299747)","(28.338881192639164, 29.179061563458102, 29.144109641704127, 33.33737381266262)","(42.23573653333952, 52.60127153714866, 53.043653805761785, 47.069134696365005)","(77.43643550634494, 119.83636181544482, 117.84763929755812, 66.73832965749502)","(59.345860365715126, 90.0831096918686, 142.89033771842205, 69.4175718003473)","(47.30695280145925, 74.56727692951736, 128.30388842980688, 50.4088624659359)","(49.73869896577272, 76.75918061963999, 128.69761085125828, 59.249792176036095)","(49.73869896577272, 76.75918061963999, 131.28892564884964, 59.249792176036095)","(48.97465501526047, 75.97843749088275, 130.1425806082241, 58.25873322935134)","(48.210611064748214, 75.19769436212552, 128.99623556759857, 57.26767428266659)","(51.16730032207832, 78.62642224122648, 129.1405635687078, 59.145625190463846)","(51.334636557909185, 76.67880052687131, 141.09347166176752, 63.50415373218802)","(50.63879167341174, 79.62135717865152, 139.96103967797714, 58.40957980249944)","(50.64963539869669, 79.59748941364896, 139.96872834509927, 58.53106927813263)","(50.64963539869669, 79.59748941364896, 139.96872834509927, 58.53106927813263)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASTRODF_0a,CNTNEWS-1_25a,1,"(20, 20, 20, 20)","(22.289965690880184, 22.375966624606598, 22.465020845918627, 23.828483846670583)","(28.31531337849455, 28.733764425515854, 28.980901821677456, 33.76415606835922)","(42.33759537051826, 52.879123251214, 53.27810697907985, 45.23128531165587)","(80.10182771977469, 118.82865439132155, 117.58760428250515, 66.08532551998876)","(56.340219017490924, 90.99476856018985, 133.9682406350834, 50.620025406188425)","(53.09857595593191, 75.52505068817693, 122.68461857907704, 55.94572518946448)","(47.17903673047181, 77.61312606023732, 122.27375835601265, 48.912583846191914)","(51.54072710856893, 77.28891962545256, 122.81154552861501, 48.551497764471584)","(51.89416420456717, 78.4046638914964, 123.93698263784091, 49.47519470856448)","(47.67171553359747, 76.54725704895587, 123.23431004731914, 47.96756919466009)","(47.67171553359747, 76.54725704895587, 123.23431004731914, 47.96756919466009)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASTRODF_0a,CNTNEWS-1_25a,2,"(20, 20, 20, 20)","(22.289965698013706, 22.375966623135238, 22.46502084439211, 23.82848384429974)","(26.215881749367256, 26.59809058841711, 26.6984018062722, 30.223980827136273)","(37.50612980142775, 39.78077643506172, 40.297955493557026, 42.39653776575841)","(59.46142259786069, 80.90730209730481, 86.15207664892891, 52.1532032542477)","(59.613387221757236, 84.48225061269622, 113.1267603879424, 58.46612559869116)","(48.55186075805464, 81.08350952463097, 127.15986893835628, 49.825137149213035)","(52.100876350533184, 79.81904111796617, 126.91021584463242, 51.10442016944001)","(52.100876350533184, 79.81904111796617, 126.91021584463242, 51.10442016944001)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASTRODF_0a,CNTNEWS-1_25a,3,"(20, 20, 20, 20)","(22.30944803101828, 22.396180634852122, 22.485992502725082, 23.790433489096458)","(28.55515616711782, 29.85441594099543, 29.376237172866233, 32.49624071206127)","(44.01793188386692, 52.92201783498828, 53.3786111393601, 44.91180878586569)","(79.93272278981026, 89.28956695364641, 139.5830504214058, 62.301580271170685)","(47.06340376222362, 85.63574500654688, 122.85377964220083, 40.547754066479584)","(58.52101012128318, 85.11842534884318, 127.54007245324266, 53.82053749564978)","(51.70537206246447, 85.6142690531509, 129.98456611650968, 51.33573039288618)","(56.495797612856876, 85.61120653149408, 132.5714199876043, 50.36483683095422)","(53.00341464858234, 85.09824590458254, 133.04732535415027, 50.84940818870198)","(52.663637448139106, 84.69251732968321, 132.2217631930886, 47.6146637249595)","(51.142814020844035, 82.91646536485005, 130.631458607858, 48.127636318231886)","(53.09710114354461, 84.91359345525647, 131.7657256637974, 49.1596221052907)","(53.06318439935861, 84.6474209211052, 131.82086883892723, 49.281962450707375)","(48.21387854058913, 82.62942670961658, 129.1657173800842, 50.60182163118745)","(51.990538250222116, 82.51482843429322, 129.05083252441096, 48.453205885957125)","(52.28964302768401, 80.04384142889418, 125.04209764971161, 49.44799426454431)","(49.14989592534782, 79.83786200500134, 122.08855290200908, 51.599954695448545)","(49.14989592534782, 79.83786200500134, 122.08855290200908, 51.599954695448545)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
